DATA-JOGO;JOGO_ID;CASA_ID;PONTOS_CASA;ARREM_PCT_CASA;LANC_LIV_PCT_CASA;ARREM_3PT_PCT_CASA;ASSISTS_CASA;REBOTES_CASA;VISITANTE_ID;PONTOS_VISIT;ARREM_PCT_VISIT;LANC_LIV_PCT_VISIT;ARREM_3PT_PCT_VISIT;ASSISTS_VISIT;REBOTES_VISIT;TIME_VENCEDOR
26/02/2020;21900870;1610612745;140;0.559;0.867;0.46;22;44;1610612763;112;0.398;0.619;0.333;28;49;CASA
26/02/2020;21900869;1610612759;103;0.424;0.737;0.333;22;55;1610612742;109;0.419;0.667;0.378;25;43;VISITANTE
26/02/2020;21900871;1610612756;92;0.391;0.833;0.265;29;48;1610612746;102;0.44;0.933;0.368;22;46;VISITANTE
26/02/2020;21900872;1610612762;103;0.449;0.733;0.3;16;41;1610612738;114;0.536;0.813;0.423;21;44;VISITANTE
25/02/2020;21900857;1610612754;119;0.57;0.846;0.435;35;56;1610612766;80;0.333;0.444;0.303;22;39;CASA
25/02/2020;21900858;1610612761;97;0.352;0.714;0.346;21;43;1610612749;108;0.381;0.833;0.333;23;53;VISITANTE
25/02/2020;21900859;1610612741;122;0.536;0.667;0.387;22;39;1610612760;124;0.553;0.743;0.467;25;37;VISITANTE
25/02/2020;21900860;1610612743;115;0.579;0.818;0.474;33;41;1610612765;98;0.407;0.81;0.366;24;33;CASA
25/02/2020;21900861;1610612747;118;0.441;0.714;0.295;27;51;1610612740;109;0.453;0.767;0.296;31;45;CASA
25/02/2020;21900862;1610612757;106;0.447;0.739;0.419;24;41;1610612738;118;0.478;0.929;0.487;19;45;VISITANTE
25/02/2020;21900863;1610612744;94;0.443;0.833;0.143;21;34;1610612758;112;0.526;0.559;0.433;25;40;VISITANTE
24/02/2020;21900849;1610612739;125;0.443;0.735;0.378;25;53;1610612748;119;0.458;0.75;0.381;33;49;CASA
24/02/2020;21900850;1610612755;129;0.511;0.9;0.4;27;48;1610612737;112;0.412;0.889;0.211;19;44;CASA
24/02/2020;21900851;1610612764;134;0.48;0.758;0.429;27;41;1610612749;137;0.57;0.815;0.459;26;45;VISITANTE
24/02/2020;21900852;1610612751;113;0.479;0.625;0.432;29;49;1610612753;115;0.494;0.824;0.382;27;41;VISITANTE
24/02/2020;21900853;1610612745;123;0.5;0.677;0.333;20;38;1610612752;112;0.44;0.7;0.379;20;54;CASA
24/02/2020;21900854;1610612742;139;0.505;0.75;0.364;28;54;1610612750;123;0.442;0.706;0.357;16;42;CASA
24/02/2020;21900855;1610612762;111;0.471;0.86;0.385;16;30;1610612756;131;0.563;0.875;0.6;33;38;VISITANTE
24/02/2020;21900856;1610612746;124;0.5;0.824;0.432;33;50;1610612763;97;0.416;0.727;0.259;20;45;CASA
23/02/2020;21900842;1610612747;114;0.453;0.676;0.324;20;46;1610612738;112;0.458;0.767;0.382;20;44;CASA
23/02/2020;21900843;1610612761;127;0.511;0.889;0.386;32;57;1610612754;81;0.326;0.647;0.242;23;39;CASA
23/02/2020;21900844;1610612743;128;0.589;0.647;0.367;29;38;1610612750;116;0.444;0.759;0.35;26;38;CASA
23/02/2020;21900845;1610612741;126;0.556;0.643;0.486;27;37;1610612764;117;0.507;0.861;0.4;24;34;CASA
23/02/2020;21900846;1610612760;131;0.575;0.875;0.455;28;54;1610612759;103;0.369;0.842;0.289;27;43;CASA
23/02/2020;21900847;1610612744;101;0.435;0.667;0.314;28;48;1610612740;115;0.469;0.462;0.405;34;52;VISITANTE
23/02/2020;21900848;1610612757;107;0.488;0.632;0.433;20;41;1610612765;104;0.43;0.95;0.314;18;44;CASA
22/02/2020;21900835;1610612746;103;0.391;0.862;0.333;20;47;1610612758;112;0.449;0.769;0.387;25;48;VISITANTE
22/02/2020;21900836;1610612766;86;0.352;0.571;0.343;22;45;1610612751;115;0.483;0.737;0.362;26;54;VISITANTE
22/02/2020;21900837;1610612737;111;0.439;0.654;0.216;27;53;1610612742;107;0.449;0.684;0.318;23;48;CASA
22/02/2020;21900838;1610612748;124;0.57;0.75;0.475;34;29;1610612739;105;0.481;0.727;0.361;29;40;CASA
22/02/2020;21900839;1610612741;104;0.434;0.857;0.368;18;38;1610612756;112;0.442;0.839;0.333;26;47;VISITANTE
22/02/2020;21900840;1610612749;119;0.527;0.692;0.341;35;57;1610612755;98;0.354;0.833;0.342;17;43;CASA
22/02/2020;21900841;1610612762;110;0.467;0.792;0.226;18;46;1610612745;120;0.489;0.714;0.417;20;42;VISITANTE
21/02/2020;21900826;1610612753;106;0.394;0.789;0.209;21;48;1610612742;122;0.512;0.808;0.395;26;50;VISITANTE
21/02/2020;21900827;1610612764;108;0.387;0.739;0.243;24;47;1610612739;113;0.531;0.64;0.407;19;47;VISITANTE
21/02/2020;21900828;1610612752;98;0.432;0.68;0.44;21;40;1610612754;106;0.409;0.788;0.286;20;50;VISITANTE
21/02/2020;21900829;1610612761;118;0.525;0.909;0.378;24;48;1610612756;101;0.413;0.826;0.176;29;34;CASA
21/02/2020;21900830;1610612750;117;0.404;0.857;0.357;23;43;1610612738;127;0.463;0.784;0.345;21;58;VISITANTE
21/02/2020;21900831;1610612760;113;0.46;0.889;0.346;19;44;1610612743;101;0.481;0.913;0.222;19;39;CASA
21/02/2020;21900832;1610612762;104;0.427;0.846;0.364;25;47;1610612759;113;0.44;0.885;0.5;22;48;VISITANTE
21/02/2020;21900833;1610612747;117;0.477;0.65;0.31;25;49;1610612763;105;0.457;0.516;0.333;22;50;CASA
21/02/2020;21900834;1610612757;115;0.457;0.76;0.37;20;46;1610612740;128;0.536;0.606;0.529;36;46;VISITANTE
20/02/2020;21900820;1610612765;106;0.482;0.813;0.351;25;46;1610612749;126;0.505;0.815;0.303;24;41;VISITANTE
20/02/2020;21900821;1610612737;129;0.482;0.886;0.457;22;41;1610612748;124;0.408;0.868;0.297;28;51;CASA
20/02/2020;21900822;1610612755;112;0.442;0.914;0.182;19;48;1610612751;104;0.353;0.786;0.294;22;49;CASA
20/02/2020;21900823;1610612741;93;0.425;0.632;0.226;24;38;1610612766;103;0.473;0.862;0.286;22;44;VISITANTE
20/02/2020;21900824;1610612758;129;0.506;0.722;0.487;22;27;1610612763;125;0.506;0.844;0.4;25;51;CASA
20/02/2020;21900825;1610612744;105;0.494;0.833;0.212;26;40;1610612745;135;0.529;0.909;0.51;31;36;VISITANTE
13/02/2020;21900818;1610612738;141;0.437;0.825;0.419;22;51;1610612746;133;0.418;0.811;0.314;19;55;CASA
13/02/2020;21900819;1610612740;118;0.488;0.741;0.4;31;46;1610612760;123;0.5;0.818;0.481;28;40;VISITANTE
12/02/2020;21900807;1610612739;127;0.511;0.84;0.357;25;55;1610612737;105;0.429;0.8;0.382;24;38;CASA
12/02/2020;21900808;1610612753;116;0.458;0.889;0.333;34;46;1610612765;112;0.435;0.933;0.4;28;47;CASA
12/02/2020;21900809;1610612751;101;0.409;0.8;0.257;27;55;1610612761;91;0.378;0.769;0.302;21;42;CASA
12/02/2020;21900810;1610612754;118;0.523;0.792;0.333;28;44;1610612749;111;0.407;0.96;0.351;18;44;CASA
12/02/2020;21900811;1610612752;96;0.409;0.724;0.13;19;52;1610612764;114;0.476;0.727;0.357;25;40;VISITANTE
12/02/2020;21900812;1610612763;111;0.474;0.682;0.261;26;57;1610612757;104;0.371;0.792;0.351;21;51;CASA
12/02/2020;21900813;1610612750;108;0.386;0.8;0.286;25;48;1610612766;115;0.467;0.652;0.412;22;52;VISITANTE
12/02/2020;21900814;1610612742;130;0.565;0.81;0.425;34;47;1610612758;111;0.414;0.773;0.308;26;40;CASA
12/02/2020;21900815;1610612756;112;0.462;0.933;0.378;25;40;1610612744;106;0.506;0.895;0.355;27;38;CASA
12/02/2020;21900816;1610612762;116;0.482;0.87;0.389;23;53;1610612748;101;0.432;0.75;0.333;19;37;CASA
12/02/2020;21900817;1610612743;116;0.5;0.773;0.44;32;42;1610612747;120;0.505;0.519;0.364;29;49;VISITANTE
11/02/2020;21900802;1610612755;110;0.463;0.667;0.296;25;50;1610612746;103;0.444;0.692;0.452;25;42;CASA
11/02/2020;21900803;1610612764;126;0.539;0.792;0.344;28;44;1610612741;114;0.478;0.714;0.41;25;44;CASA
11/02/2020;21900804;1610612740;138;0.533;0.813;0.412;40;50;1610612757;117;0.473;0.786;0.241;21;40;CASA
11/02/2020;21900805;1610612760;106;0.459;0.81;0.355;19;35;1610612759;114;0.488;0.926;0.28;20;46;VISITANTE
11/02/2020;21900806;1610612745;116;0.429;0.881;0.289;17;45;1610612738;105;0.435;0.8;0.344;24;48;CASA
10/02/2020;21900793;1610612765;76;0.354;0.846;0.2;21;52;1610612766;87;0.375;0.857;0.25;19;45;VISITANTE
10/02/2020;21900794;1610612754;105;0.489;0.727;0.233;28;40;1610612751;106;0.402;0.75;0.324;20;53;VISITANTE
10/02/2020;21900795;1610612753;135;0.526;0.773;0.474;33;45;1610612737;126;0.534;0.941;0.432;33;31;CASA
10/02/2020;21900796;1610612761;137;0.573;0.783;0.515;29;41;1610612750;126;0.453;0.857;0.45;24;38;CASA
10/02/2020;21900797;1610612749;123;0.448;0.826;0.429;26;55;1610612758;111;0.416;0.722;0.326;23;49;CASA
10/02/2020;21900798;1610612742;119;0.47;0.839;0.349;24;26;1610612762;123;0.59;0.762;0.429;27;45;VISITANTE
10/02/2020;21900799;1610612743;127;0.563;0.826;0.514;34;37;1610612759;120;0.482;0.88;0.5;33;36;CASA
10/02/2020;21900800;1610612744;101;0.39;0.882;0.324;23;40;1610612748;113;0.494;0.714;0.364;36;45;VISITANTE
10/02/2020;21900801;1610612747;125;0.516;0.68;0.378;28;59;1610612756;100;0.421;0.806;0.355;26;29;CASA
09/02/2020;21900786;1610612760;111;0.453;0.759;0.407;14;44;1610612738;112;0.452;0.741;0.444;19;53;VISITANTE
09/02/2020;21900787;1610612737;140;0.454;0.903;0.35;29;50;1610612752;135;0.473;0.72;0.382;30;56;CASA
09/02/2020;21900788;1610612755;118;0.5;0.719;0.407;29;44;1610612741;111;0.489;0.765;0.375;23;42;CASA
09/02/2020;21900789;1610612764;99;0.35;0.759;0.212;25;50;1610612763;106;0.422;0.6;0.156;19;62;VISITANTE
09/02/2020;21900790;1610612745;113;0.463;0.714;0.357;20;36;1610612762;114;0.488;0.833;0.395;25;48;VISITANTE
09/02/2020;21900791;1610612739;92;0.368;0.682;0.212;22;45;1610612746;133;0.57;0.75;0.333;28;52;VISITANTE
09/02/2020;21900792;1610612757;115;0.471;0.727;0.452;20;43;1610612748;109;0.398;0.786;0.408;31;49;CASA
08/02/2020;21900777;1610612753;95;0.378;0.786;0.25;28;46;1610612749;111;0.452;0.75;0.385;26;62;VISITANTE
08/02/2020;21900778;1610612766;100;0.437;0.722;0.306;15;39;1610612742;116;0.506;1.0;0.486;29;46;VISITANTE
08/02/2020;21900779;1610612765;92;0.493;0.688;0.448;21;28;1610612752;95;0.447;0.647;0.364;24;47;VISITANTE
08/02/2020;21900780;1610612754;117;0.53;0.741;0.346;25;37;1610612740;124;0.463;0.84;0.395;27;53;VISITANTE
08/02/2020;21900781;1610612761;119;0.474;0.714;0.4;22;48;1610612751;118;0.446;0.833;0.364;27;46;CASA
08/02/2020;21900782;1610612750;142;0.547;0.667;0.591;39;46;1610612746;115;0.477;0.828;0.346;24;43;CASA
08/02/2020;21900783;1610612744;120;0.517;0.652;0.406;31;33;1610612747;125;0.524;0.735;0.483;29;47;VISITANTE
08/02/2020;21900784;1610612756;108;0.437;1.0;0.281;25;41;1610612743;117;0.549;0.762;0.393;23;40;VISITANTE
08/02/2020;21900785;1610612758;122;0.523;0.65;0.543;25;39;1610612759;102;0.506;0.722;0.292;23;41;CASA
07/02/2020;21900769;1610612755;119;0.533;0.6;0.56;34;50;1610612763;107;0.409;0.839;0.238;25;40;CASA
07/02/2020;21900770;1610612764;119;0.5;0.769;0.5;28;39;1610612742;118;0.462;0.857;0.4;27;49;CASA
07/02/2020;21900771;1610612738;112;0.43;0.815;0.432;23;47;1610612737;107;0.407;0.923;0.333;21;46;CASA
07/02/2020;21900772;1610612754;106;0.453;0.818;0.294;26;47;1610612761;115;0.477;0.824;0.447;28;39;VISITANTE
07/02/2020;21900773;1610612760;108;0.513;0.833;0.217;21;42;1610612765;101;0.427;0.737;0.289;19;37;CASA
07/02/2020;21900774;1610612756;127;0.558;0.963;0.484;29;51;1610612745;91;0.341;0.846;0.229;16;29;CASA
07/02/2020;21900775;1610612758;105;0.488;0.5;0.432;29;36;1610612748;97;0.442;0.68;0.3;21;42;CASA
07/02/2020;21900776;1610612762;117;0.495;0.708;0.333;21;56;1610612757;114;0.454;0.643;0.425;14;43;CASA
06/02/2020;21900764;1610612752;105;0.467;0.684;0.3;27;39;1610612753;103;0.453;0.867;0.29;22;39;CASA
06/02/2020;21900765;1610612741;119;0.495;0.609;0.448;25;40;1610612740;125;0.563;0.579;0.421;38;45;VISITANTE
06/02/2020;21900766;1610612749;112;0.468;0.667;0.324;19;60;1610612755;101;0.374;0.571;0.422;24;50;CASA
06/02/2020;21900767;1610612757;125;0.533;0.75;0.486;28;50;1610612759;117;0.446;0.893;0.357;25;39;CASA
06/02/2020;21900768;1610612747;111;0.495;0.75;0.29;33;38;1610612745;121;0.506;0.889;0.452;20;37;VISITANTE
05/02/2020;21900755;1610612765;116;0.484;0.75;0.429;31;42;1610612756;108;0.545;0.8;0.462;29;37;CASA
05/02/2020;21900756;1610612738;116;0.535;0.688;0.565;23;41;1610612753;100;0.427;0.767;0.419;20;39;CASA
05/02/2020;21900757;1610612751;129;0.51;0.867;0.412;29;65;1610612744;88;0.365;0.722;0.128;20;34;CASA
05/02/2020;21900758;1610612761;119;0.5;0.875;0.375;27;37;1610612754;118;0.524;0.813;0.487;29;42;CASA
05/02/2020;21900759;1610612750;120;0.495;0.75;0.257;18;33;1610612737;127;0.524;0.933;0.406;23;44;VISITANTE
05/02/2020;21900760;1610612760;109;0.469;0.8;0.346;21;40;1610612739;103;0.461;0.545;0.395;31;45;CASA
05/02/2020;21900761;1610612742;107;0.362;0.917;0.395;19;42;1610612763;121;0.528;0.75;0.48;27;52;VISITANTE
05/02/2020;21900762;1610612762;95;0.419;0.643;0.359;20;46;1610612743;98;0.433;0.722;0.233;23;52;VISITANTE
05/02/2020;21900763;1610612746;128;0.506;0.737;0.444;35;51;1610612748;111;0.43;0.714;0.381;29;46;CASA
04/02/2020;21900751;1610612740;108;0.384;0.75;0.286;26;49;1610612749;120;0.471;0.765;0.306;34;53;VISITANTE
04/02/2020;21900752;1610612745;125;0.443;0.826;0.333;25;41;1610612766;110;0.47;0.792;0.394;22;53;CASA
04/02/2020;21900753;1610612743;127;0.511;0.72;0.5;30;50;1610612757;99;0.396;0.818;0.29;16;36;CASA
04/02/2020;21900754;1610612747;129;0.588;0.68;0.429;28;58;1610612759;102;0.44;0.6;0.481;21;28;CASA
03/02/2020;21900741;1610612766;100.0;0.461;0.643;0.29;24.0;46.0;1610612753;112.0;0.5379999999999999;0.588;0.47100000000000003;35.0;37.0;VISITANTE
03/02/2020;21900742;1610612739;134.0;0.565;0.667;0.514;34.0;34.0;1610612752;139.0;0.5589999999999999;0.7140000000000001;0.385;33.0;46.0;VISITANTE
03/02/2020;21900743;1610612754;103.0;0.45799999999999996;0.727;0.20600000000000002;28.0;40.0;1610612742;112.0;0.419;0.9570000000000001;0.4;20.0;51.0;VISITANTE
03/02/2020;21900744;1610612764;117.0;0.506;0.828;0.409;28.0;35.0;1610612744;125.0;0.494;0.774;0.5;31.0;44.0;VISITANTE
03/02/2020;21900745;1610612737;115.0;0.5;0.905;0.4;22.0;32.0;1610612738;123.0;0.5329999999999999;0.882;0.414;21.0;44.0;VISITANTE
03/02/2020;21900746;1610612751;119.0;0.483;0.857;0.441;28.0;44.0;1610612756;97.0;0.433;0.722;0.353;23.0;43.0;CASA
03/02/2020;21900747;1610612748;137.0;0.565;0.833;0.5;27.0;35.0;1610612755;106.0;0.434;0.84;0.342;24.0;44.0;CASA
03/02/2020;21900748;1610612763;96.0;0.467;0.833;0.11800000000000001;27.0;47.0;1610612765;82.0;0.34700000000000003;0.667;0.308;21.0;51.0;CASA
03/02/2020;21900749;1610612758;113.0;0.507;0.742;0.519;26.0;34.0;1610612750;109.0;0.435;0.7859999999999999;0.342;25.0;45.0;CASA
03/02/2020;21900750;1610612746;108.0;0.46399999999999997;0.792;0.40700000000000003;28.0;51.0;1610612759;105.0;0.42100000000000004;0.813;0.324;21.0;46.0;CASA
02/02/2020;21900737;1610612765;128.0;0.511;0.75;0.452;33.0;43.0;1610612743;123.0;0.5;0.773;0.313;30.0;47.0;CASA
02/02/2020;21900738;1610612745;117.0;0.39;0.8640000000000001;0.314;22.0;43.0;1610612740;109.0;0.447;0.75;0.303;21.0;63.0;CASA
02/02/2020;21900739;1610612749;129.0;0.495;0.667;0.395;30.0;60.0;1610612756;108.0;0.39399999999999996;0.87;0.261;20.0;49.0;CASA
02/02/2020;21900740;1610612761;129.0;0.56;0.826;0.47100000000000003;28.0;46.0;1610612741;102.0;0.389;0.654;0.313;25.0;41.0;CASA
01/02/2020;21900727;1610612746;118.0;0.45899999999999996;0.889;0.353;20.0;50.0;1610612750;106.0;0.405;0.838;0.179;24.0;44.0;CASA
01/02/2020;21900728;1610612754;85.0;0.42100000000000004;0.619;0.33299999999999996;21.0;34.0;1610612752;92.0;0.415;0.7390000000000001;0.26899999999999996;19.0;57.0;VISITANTE
01/02/2020;21900729;1610612753;89.0;0.39799999999999996;0.8240000000000001;0.273;21.0;39.0;1610612748;102.0;0.429;0.8079999999999999;0.455;24.0;48.0;VISITANTE
01/02/2020;21900730;1610612739;112.0;0.43200000000000005;1.0;0.364;26.0;46.0;1610612744;131.0;0.5329999999999999;0.895;0.514;39.0;44.0;VISITANTE
01/02/2020;21900731;1610612764;113.0;0.44;0.615;0.281;21.0;51.0;1610612751;107.0;0.415;0.619;0.34;25.0;53.0;CASA
01/02/2020;21900732;1610612738;116.0;0.475;0.78;0.267;15.0;42.0;1610612755;95.0;0.369;0.8390000000000001;0.212;15.0;47.0;CASA
01/02/2020;21900733;1610612742;123.0;0.46799999999999997;0.938;0.513;26.0;53.0;1610612737;100.0;0.40700000000000003;0.762;0.303;19.0;50.0;CASA
01/02/2020;21900734;1610612759;114.0;0.517;0.667;0.35700000000000004;27.0;44.0;1610612766;90.0;0.42200000000000004;0.833;0.278;29.0;37.0;CASA
01/02/2020;21900736;1610612758;113.0;0.429;0.8079999999999999;0.318;21.0;44.0;1610612747;129.0;0.512;0.815;0.442;33.0;46.0;VISITANTE
01/02/2020;21900735;1610612757;124.0;0.511;0.833;0.517;20.0;51.0;1610612762;107.0;0.426;1.0;0.439;19.0;37.0;CASA
31/01/2020;21900720;1610612765;92.0;0.354;0.735;0.306;18.0;45.0;1610612761;105.0;0.518;0.727;0.33299999999999996;26.0;42.0;VISITANTE
31/01/2020;21900721;1610612751;133.0;0.625;0.72;0.484;31.0;37.0;1610612741;118.0;0.488;0.846;0.353;27.0;38.0;CASA
31/01/2020;21900722;1610612745;128.0;0.45899999999999996;0.85;0.467;25.0;37.0;1610612742;121.0;0.478;0.778;0.389;29.0;52.0;CASA
31/01/2020;21900723;1610612740;139.0;0.537;0.846;0.441;30.0;57.0;1610612763;111.0;0.469;0.5770000000000001;0.19399999999999998;17.0;34.0;CASA
31/01/2020;21900724;1610612749;115.0;0.45299999999999996;0.654;0.3;29.0;46.0;1610612743;127.0;0.48;1.0;0.478;29.0;50.0;VISITANTE
31/01/2020;21900725;1610612756;107.0;0.474;0.897;0.375;20.0;40.0;1610612760;111.0;0.433;0.909;0.226;26.0;41.0;VISITANTE
31/01/2020;21900726;1610612747;119.0;0.469;0.643;0.344;28.0;62.0;1610612757;127.0;0.505;0.762;0.361;25.0;40.0;VISITANTE
30/01/2020;21900714;1610612739;109.0;0.467;0.857;0.361;23.0;52.0;1610612761;115.0;0.488;0.75;0.375;23.0;37.0;VISITANTE
30/01/2020;21900715;1610612764;121.0;0.47700000000000004;0.9259999999999999;0.37799999999999995;24.0;57.0;1610612766;107.0;0.434;0.632;0.3;32.0;38.0;CASA
30/01/2020;21900716;1610612737;127.0;0.483;0.865;0.314;29.0;48.0;1610612755;117.0;0.46299999999999997;0.711;0.29;22.0;42.0;CASA
30/01/2020;21900717;1610612738;119.0;0.47700000000000004;0.909;0.429;27.0;51.0;1610612744;104.0;0.429;0.867;0.308;24.0;30.0;CASA
30/01/2020;21900718;1610612743;106.0;0.47100000000000003;0.81;0.33299999999999996;25.0;43.0;1610612762;100.0;0.462;0.647;0.45899999999999996;24.0;35.0;CASA
30/01/2020;21900719;1610612746;103.0;0.38;0.8;0.419;26.0;39.0;1610612758;124.0;0.5;0.833;0.512;27.0;47.0;VISITANTE
29/01/2020;21900708;1610612754;115.0;0.517;0.727;0.259;26.0;46.0;1610612741;106.0;0.529;0.667;0.182;26.0;34.0;CASA
29/01/2020;21900709;1610612751;125.0;0.506;0.8;0.385;26.0;37.0;1610612765;115.0;0.506;0.75;0.385;25.0;41.0;CASA
29/01/2020;21900710;1610612752;106.0;0.429;0.655;0.321;26.0;46.0;1610612763;127.0;0.5;0.848;0.46399999999999997;25.0;44.0;VISITANTE
29/01/2020;21900711;1610612759;127.0;0.561;0.9;0.258;23.0;35.0;1610612762;120.0;0.44;0.696;0.368;18.0;43.0;CASA
29/01/2020;21900712;1610612757;125.0;0.517;0.741;0.361;24.0;50.0;1610612745;112.0;0.426;0.833;0.36200000000000004;21.0;39.0;CASA
29/01/2020;21900713;1610612758;100.0;0.462;0.636;0.231;22.0;39.0;1610612760;120.0;0.5;0.85;0.441;32.0;45.0;VISITANTE
28/01/2020;21900699;1610612766;97.0;0.386;0.778;0.25;22.0;51.0;1610612752;92.0;0.442;0.636;0.281;17.0;41.0;CASA
28/01/2020;21900702;1610612755;115.0;0.512;0.769;0.344;28.0;44.0;1610612744;104.0;0.425;0.7140000000000001;0.375;29.0;40.0;CASA
28/01/2020;21900700;1610612739;111.0;0.438;0.889;0.324;25.0;46.0;1610612740;125.0;0.534;0.75;0.382;29.0;40.0;VISITANTE
28/01/2020;21900703;1610612761;130.0;0.495;0.778;0.302;26.0;52.0;1610612737;114.0;0.446;0.8;0.255;28.0;44.0;CASA
28/01/2020;21900701;1610612748;101.0;0.371;0.8390000000000001;0.243;15.0;45.0;1610612738;109.0;0.47;0.75;0.361;24.0;48.0;VISITANTE
28/01/2020;21900704;1610612763;104.0;0.561;0.429;0.333;32.0;41.0;1610612743;96.0;0.3720000000000001;0.833;0.378;23.0;44.0;CASA
28/01/2020;21900705;1610612749;151.0;0.556;0.914;0.514;31.0;46.0;1610612764;131.0;0.468;0.853;0.438;28.0;35.0;CASA
28/01/2020;21900706;1610612742;104.0;0.446;0.852;0.212;19.0;33.0;1610612756;133.0;0.593;0.905;0.429;34.0;39.0;VISITANTE
27/01/2020;21900693;1610612765;100.0;0.452;0.706;0.343;18.0;37.0;1610612739;115.0;0.5;0.769;0.375;25.0;45.0;VISITANTE
27/01/2020;21900694;1610612748;113.0;0.532;0.938;0.5;31.0;41.0;1610612753;92.0;0.371;0.789;0.297;23.0;41.0;CASA
27/01/2020;21900695;1610612741;110.0;0.452;0.8;0.378;28.0;50.0;1610612759;109.0;0.463;0.6759999999999999;0.4;21.0;47.0;CASA
27/01/2020;21900696;1610612750;129.0;0.483;0.606;0.5;29.0;45.0;1610612758;133.0;0.5;0.794;0.45;27.0;44.0;VISITANTE
27/01/2020;21900697;1610612760;97.0;0.395;0.895;0.4;23.0;48.0;1610612742;107.0;0.414;0.667;0.373;21.0;56.0;VISITANTE
27/01/2020;21900698;1610612762;117.0;0.506;0.731;0.28600000000000003;24.0;38.0;1610612745;126.0;0.469;0.7140000000000001;0.375;14.0;40.0;VISITANTE
26/01/2020;21900685;1610612743;117.0;0.473;0.9;0.393;28.0;42.0;1610612745;110.0;0.455;0.7040000000000001;0.333;19.0;44.0;CASA
26/01/2020;21900686;1610612759;106.0;0.415;0.917;0.4320000000000001;27.0;48.0;1610612761;110.0;0.414;0.8;0.32;31.0;50.0;VISITANTE
26/01/2020;21900687;1610612737;152.0;0.581;0.853;0.429;30.0;48.0;1610612764;133.0;0.477;0.905;0.333;20.0;34.0;CASA
26/01/2020;21900688;1610612752;110.0;0.5329999999999999;0.462;0.316;19.0;48.0;1610612751;97.0;0.42;0.696;0.333;21.0;34.0;CASA
26/01/2020;21900689;1610612753;97.0;0.358;0.688;0.219;27.0;44.0;1610612746;112.0;0.468;0.862;0.433;20.0;53.0;VISITANTE
26/01/2020;21900690;1610612763;114.0;0.524;0.6920000000000001;0.421;25.0;46.0;1610612756;109.0;0.38;0.8;0.379;23.0;42.0;CASA
26/01/2020;21900691;1610612740;123.0;0.478;0.655;0.444;31.0;54.0;1610612738;108.0;0.461;0.818;0.242;21.0;37.0;CASA
26/01/2020;21900692;1610612757;139.0;0.544;0.84;0.5710000000000001;27.0;43.0;1610612754;129.0;0.516;0.952;0.464;31.0;31.0;CASA
25/01/2020;21900680;1610612762;112.0;0.44;0.773;0.349;22.0;54.0;1610612742;107.0;0.433;0.5379999999999999;0.39;19.0;44.0;CASA
25/01/2020;21900681;1610612765;111.0;0.413;0.667;0.371;20.0;52.0;1610612751;121.0;0.447;0.88;0.35700000000000004;19.0;55.0;VISITANTE
25/01/2020;21900682;1610612739;106.0;0.5;0.818;0.433;30.0;43.0;1610612741;118.0;0.518;0.75;0.364;24.0;36.0;VISITANTE
25/01/2020;21900683;1610612750;104.0;0.444;0.667;0.279;33.0;41.0;1610612760;113.0;0.488;0.96;0.458;20.0;43.0;VISITANTE
25/01/2020;21900684;1610612755;108.0;0.526;0.684;0.35100000000000003;19.0;41.0;1610612747;91.0;0.461;0.652;0.194;23.0;35.0;CASA
24/01/2020;21900669;1610612766;103.0;0.3720000000000001;0.833;0.359;24.0;39.0;1610612749;116.0;0.506;0.75;0.278;26.0;53.0;VISITANTE
24/01/2020;21900670;1610612765;112.0;0.429;0.742;0.344;23.0;37.0;1610612763;125.0;0.544;0.903;0.5;27.0;49.0;VISITANTE
24/01/2020;21900671;1610612753;98.0;0.4;0.737;0.324;18.0;46.0;1610612738;109.0;0.465;0.833;0.4;27.0;44.0;VISITANTE
24/01/2020;21900672;1610612752;112.0;0.494;0.7140000000000001;0.361;26.0;46.0;1610612761;118.0;0.506;0.826;0.486;25.0;31.0;VISITANTE
24/01/2020;21900673;1610612748;117.0;0.43;0.828;0.295;25.0;45.0;1610612746;122.0;0.457;0.87;0.457;33.0;48.0;VISITANTE
24/01/2020;21900674;1610612741;81.0;0.392;0.7859999999999999;0.21600000000000005;23.0;43.0;1610612758;98.0;0.4320000000000001;0.857;0.313;24.0;42.0;VISITANTE
24/01/2020;21900675;1610612750;124.0;0.49;0.85;0.344;28.0;51.0;1610612745;131.0;0.516;0.8390000000000001;0.344;24.0;35.0;VISITANTE
24/01/2020;21900676;1610612740;106.0;0.463;0.6;0.444;24.0;45.0;1610612743;113.0;0.377;1.0;0.317;26.0;56.0;VISITANTE
24/01/2020;21900677;1610612760;140.0;0.581;0.765;0.56;28.0;45.0;1610612737;111.0;0.457;0.8;0.306;24.0;37.0;CASA
24/01/2020;21900678;1610612759;99.0;0.423;0.848;0.2;19.0;43.0;1610612756;103.0;0.464;0.81;0.276;25.0;42.0;VISITANTE
24/01/2020;21900679;1610612744;118.0;0.488;0.826;0.487;31.0;38.0;1610612754;129.0;0.575;0.923;0.607;35.0;36.0;VISITANTE
23/01/2020;21900666;1610612739;112.0;0.458;0.765;0.333;24.0;36.0;1610612764;124.0;0.5529999999999999;0.778;0.444;28.0;41.0;VISITANTE
